recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend
7,3) $200 - $350,260.26,1,0,Surburban,1,Phone,Mens E-Mail,1,1,36.09
5,4) $350 - $500,429.66,0,1,Rural,0,Multichannel,Mens E-Mail,1,1,99.89
1,1) $0 - $100,64.7,0,1,Rural,0,Web,Mens E-Mail,1,1,97.27
8,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,1,1,29.99
4,4) $350 - $500,498.04,0,1,Urban,1,Phone,Mens E-Mail,1,1,139.55
3,5) $500 - $750,707.31,1,0,Surburban,1,Web,Mens E-Mail,1,1,164.31
11,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,1,1,108.32
2,"6) $750 - $1,000",878.82,1,1,Urban,1,Multichannel,No E-Mail,1,1,36.89
3,"7) $1,000 +",1694.68,1,1,Rural,1,Multichannel,No E-Mail,1,1,86.78
4,3) $200 - $350,247.92,1,0,Urban,0,Web,Mens E-Mail,1,1,29.99
1,4) $350 - $500,365.79,1,0,Urban,0,Phone,Mens E-Mail,1,1,499.0
10,3) $200 - $350,248.41,1,1,Surburban,0,Multichannel,Mens E-Mail,1,1,29.99
12,1) $0 - $100,96.36,0,1,Urban,0,Web,Womens E-Mail,1,1,29.99
10,2) $100 - $200,107.64,1,0,Surburban,0,Web,Mens E-Mail,1,1,29.99
11,1) $0 - $100,29.99,1,0,Rural,0,Web,No E-Mail,1,1,55.71
12,1) $0 - $100,37.57,0,1,Surburban,0,Phone,Mens E-Mail,1,1,99.02
3,"6) $750 - $1,000",821.09,1,1,Urban,1,Phone,Mens E-Mail,1,1,49.79
12,2) $100 - $200,101.24,0,1,Surburban,1,Phone,Mens E-Mail,1,1,35.51
2,5) $500 - $750,585.7,1,1,Urban,1,Web,Womens E-Mail,1,1,29.99
11,1) $0 - $100,37.56,1,0,Surburban,0,Web,Mens E-Mail,1,1,106.97
1,"7) $1,000 +",2141.12,0,1,Surburban,1,Web,Mens E-Mail,1,1,246.94
2,4) $350 - $500,496.21,1,1,Surburban,0,Multichannel,Mens E-Mail,1,1,385.28
5,5) $500 - $750,630.33,1,1,Rural,1,Web,No E-Mail,1,1,116.45
7,4) $350 - $500,371.51,0,1,Rural,1,Multichannel,Womens E-Mail,1,1,122.38
1,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,1,1,34.1
1,"7) $1,000 +",1400.87,1,1,Surburban,1,Multichannel,Mens E-Mail,1,1,47.98
6,1) $0 - $100,45.35,1,0,Surburban,0,Phone,Mens E-Mail,1,1,29.99
3,5) $500 - $750,553.88,0,1,Surburban,1,Phone,Womens E-Mail,1,1,164.99
7,2) $100 - $200,180.59,1,0,Urban,1,Phone,Mens E-Mail,1,1,230.91
2,5) $500 - $750,633.86,1,1,Urban,1,Phone,Womens E-Mail,1,1,29.99
3,"6) $750 - $1,000",799.28,1,1,Urban,1,Multichannel,Mens E-Mail,1,1,110.71
5,2) $100 - $200,192.12,0,1,Rural,0,Web,Womens E-Mail,1,1,29.99
5,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,1,1,29.99
10,1) $0 - $100,90.31,1,0,Urban,0,Phone,No E-Mail,1,1,148.61
7,1) $0 - $100,99.55,0,1,Rural,0,Phone,Mens E-Mail,1,1,153.09
2,2) $100 - $200,105.84,0,1,Surburban,1,Phone,No E-Mail,1,1,158.96
3,2) $100 - $200,187.3,1,0,Urban,0,Web,No E-Mail,1,1,75.41
10,1) $0 - $100,90.29,1,0,Surburban,1,Web,Mens E-Mail,1,1,29.99
2,"7) $1,000 +",1020.29,0,1,Surburban,1,Multichannel,Womens E-Mail,1,1,103.93
3,4) $350 - $500,441.13,1,1,Surburban,0,Phone,No E-Mail,1,1,123.87
2,1) $0 - $100,87.27,0,1,Urban,0,Web,Mens E-Mail,1,1,29.99
9,1) $0 - $100,29.99,1,0,Urban,1,Web,Womens E-Mail,1,1,75.22
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,1,29.99
3,"6) $750 - $1,000",942.29,1,0,Surburban,1,Phone,Womens E-Mail,1,1,33.66
10,1) $0 - $100,77.47,1,0,Surburban,1,Web,Mens E-Mail,1,1,29.99
3,5) $500 - $750,524.93,1,0,Rural,1,Web,Womens E-Mail,1,1,125.56
2,1) $0 - $100,30.4,1,0,Urban,0,Web,Mens E-Mail,1,1,379.91
1,"6) $750 - $1,000",891.13,1,1,Urban,1,Web,Mens E-Mail,1,1,30.98
4,"7) $1,000 +",1034.62,1,0,Surburban,1,Phone,Womens E-Mail,1,1,189.3
11,4) $350 - $500,367.31,1,1,Rural,1,Phone,No E-Mail,1,1,29.99
3,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,1,1,81.01
1,2) $100 - $200,119.03,1,0,Urban,1,Phone,No E-Mail,1,1,188.21
3,3) $200 - $350,223.62,0,1,Surburban,0,Web,No E-Mail,1,1,71.75
1,1) $0 - $100,78.55,0,1,Surburban,0,Web,Womens E-Mail,1,1,105.04
3,3) $200 - $350,221.57,1,0,Surburban,0,Web,No E-Mail,1,1,61.62
2,4) $350 - $500,425.79,1,0,Surburban,0,Multichannel,No E-Mail,1,1,193.25
6,"7) $1,000 +",1039.2,1,1,Urban,1,Web,Womens E-Mail,1,1,168.51
2,1) $0 - $100,49.29,0,1,Surburban,1,Phone,Womens E-Mail,1,1,98.26
3,4) $350 - $500,447.06,1,1,Urban,1,Phone,Mens E-Mail,1,1,206.76
5,1) $0 - $100,52.56,0,1,Rural,0,Web,Womens E-Mail,1,1,111.46
3,"7) $1,000 +",1020.83,0,1,Surburban,1,Phone,Mens E-Mail,1,1,499.0
6,1) $0 - $100,68.67,0,1,Surburban,1,Web,Mens E-Mail,1,1,29.99
10,2) $100 - $200,106.53,0,1,Urban,0,Web,Womens E-Mail,1,1,109.64
9,4) $350 - $500,360.66,1,0,Surburban,0,Multichannel,Mens E-Mail,1,1,257.51
5,5) $500 - $750,739.86,1,1,Urban,1,Phone,No E-Mail,1,1,121.45
10,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,1,1,271.51
10,3) $200 - $350,202.58,1,0,Surburban,0,Web,Mens E-Mail,1,1,29.99
2,1) $0 - $100,51.71,0,1,Urban,1,Phone,Womens E-Mail,1,1,146.33
2,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,1,1,350.17
3,4) $350 - $500,382.37,1,1,Urban,1,Multichannel,Mens E-Mail,1,1,93.22
9,4) $350 - $500,352.94,0,1,Urban,0,Web,Womens E-Mail,1,1,30.7
10,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,1,1,29.99
5,1) $0 - $100,64.69,0,1,Surburban,1,Web,No E-Mail,1,1,66.17
10,3) $200 - $350,237.92,1,0,Urban,0,Phone,Mens E-Mail,1,1,69.71
1,"7) $1,000 +",1075.99,0,1,Surburban,1,Phone,Mens E-Mail,1,1,142.53
9,3) $200 - $350,268.71,0,1,Surburban,0,Multichannel,Womens E-Mail,1,1,130.2
2,4) $350 - $500,363.58,0,1,Rural,0,Web,Mens E-Mail,1,1,38.23
1,3) $200 - $350,319.65,1,1,Surburban,1,Web,Mens E-Mail,1,1,56.63
3,"7) $1,000 +",1161.56,1,1,Urban,1,Web,Mens E-Mail,1,1,29.99
2,1) $0 - $100,51.34,0,1,Surburban,0,Web,Womens E-Mail,1,1,29.99
12,1) $0 - $100,94.75,0,1,Urban,1,Phone,Womens E-Mail,1,1,113.83
11,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,1,1,43.96
10,4) $350 - $500,354.75,1,0,Urban,0,Phone,No E-Mail,1,1,111.84
1,"7) $1,000 +",1101.71,1,1,Surburban,1,Web,Mens E-Mail,1,1,292.16
3,3) $200 - $350,256.23,1,0,Rural,0,Multichannel,Mens E-Mail,1,1,30.24
4,4) $350 - $500,370.88,1,1,Urban,1,Web,Mens E-Mail,1,1,92.44
1,3) $200 - $350,239.11,0,1,Urban,0,Multichannel,Mens E-Mail,1,1,29.99
5,5) $500 - $750,504.95,1,0,Surburban,1,Multichannel,Mens E-Mail,1,1,201.87
10,1) $0 - $100,43.64,0,1,Surburban,0,Web,Mens E-Mail,1,1,421.17
1,3) $200 - $350,249.17,0,1,Urban,0,Phone,Womens E-Mail,1,1,51.99
3,3) $200 - $350,249.15,1,0,Urban,0,Web,No E-Mail,1,1,29.99
9,5) $500 - $750,659.02,1,1,Urban,1,Phone,Mens E-Mail,1,1,62.68
12,3) $200 - $350,256.16,0,1,Urban,0,Web,Mens E-Mail,1,1,36.82
3,5) $500 - $750,730.41,1,0,Rural,1,Multichannel,Womens E-Mail,1,1,49.55
9,1) $0 - $100,57.75,1,0,Surburban,1,Web,Mens E-Mail,1,1,33.68
1,3) $200 - $350,216.47,0,1,Urban,0,Multichannel,Mens E-Mail,1,1,29.99
4,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,1,1,245.84
4,1) $0 - $100,57.74,1,0,Urban,0,Web,No E-Mail,1,1,69.06
9,4) $350 - $500,497.55,0,1,Surburban,0,Web,Mens E-Mail,1,1,346.64
9,3) $200 - $350,304.79,0,1,Rural,0,Web,Mens E-Mail,1,1,116.1
8,"7) $1,000 +",1422.37,1,0,Rural,1,Phone,Womens E-Mail,1,1,202.6
1,"6) $750 - $1,000",938.86,1,0,Urban,1,Phone,No E-Mail,1,1,89.95
10,3) $200 - $350,216.77,1,1,Urban,1,Multichannel,Mens E-Mail,1,1,421.76
11,1) $0 - $100,65.67,1,0,Rural,1,Web,Mens E-Mail,1,1,147.19
7,2) $100 - $200,167.92,0,1,Surburban,0,Phone,Mens E-Mail,1,1,91.59
1,5) $500 - $750,525.78,0,1,Surburban,1,Phone,Womens E-Mail,1,1,159.99
9,1) $0 - $100,54.56,1,0,Surburban,0,Phone,Womens E-Mail,1,1,33.02
1,5) $500 - $750,569.13,1,0,Surburban,1,Phone,Mens E-Mail,1,1,144.51
4,4) $350 - $500,370.95,0,1,Urban,0,Phone,No E-Mail,1,1,29.99
3,2) $100 - $200,158.21,0,1,Surburban,0,Phone,Womens E-Mail,1,1,83.91
5,4) $350 - $500,477.28,1,1,Urban,0,Multichannel,Mens E-Mail,1,1,341.0
1,"7) $1,000 +",1747.62,0,1,Surburban,1,Multichannel,Mens E-Mail,1,1,143.52
3,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,1,1,29.99
10,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,1,1,87.4
10,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,1,1,359.35
9,3) $200 - $350,288.23,0,1,Surburban,0,Multichannel,Mens E-Mail,1,1,29.99
1,4) $350 - $500,410.79,1,0,Rural,0,Multichannel,No E-Mail,1,1,29.99
9,3) $200 - $350,269.65,0,1,Surburban,0,Web,Mens E-Mail,1,1,29.99
1,2) $100 - $200,174.19,0,1,Urban,0,Web,Mens E-Mail,1,1,29.99
1,2) $100 - $200,136.67,1,0,Rural,1,Phone,Mens E-Mail,1,1,499.0
4,4) $350 - $500,354.32,0,1,Surburban,1,Web,Mens E-Mail,1,1,33.51
9,2) $100 - $200,170.36,1,0,Surburban,0,Phone,No E-Mail,1,1,29.99
4,5) $500 - $750,549.28,0,1,Urban,1,Multichannel,Womens E-Mail,1,1,29.99
2,5) $500 - $750,740.96,1,1,Urban,1,Phone,Mens E-Mail,1,1,53.72
2,4) $350 - $500,421.74,0,1,Urban,0,Web,Mens E-Mail,1,1,29.99
1,3) $200 - $350,265.69,0,1,Rural,0,Web,Mens E-Mail,1,1,95.77
3,2) $100 - $200,181.8,1,0,Urban,1,Web,No E-Mail,1,1,91.92
1,1) $0 - $100,33.87,1,0,Urban,0,Phone,Mens E-Mail,1,1,29.99
10,"6) $750 - $1,000",814.13,1,0,Urban,1,Multichannel,Mens E-Mail,1,1,40.43
3,1) $0 - $100,72.07,1,0,Surburban,0,Phone,Mens E-Mail,1,1,117.5
11,4) $350 - $500,373.38,0,1,Rural,0,Web,Womens E-Mail,1,1,59.32
8,1) $0 - $100,36.72,0,1,Surburban,1,Web,Mens E-Mail,1,1,66.28
4,1) $0 - $100,55.63,1,0,Rural,0,Web,Womens E-Mail,1,1,362.2
11,2) $100 - $200,109.19,0,1,Surburban,1,Web,Mens E-Mail,1,1,45.18
3,1) $0 - $100,75.44,0,1,Urban,0,Web,No E-Mail,1,1,34.38
1,2) $100 - $200,150.61,1,0,Urban,0,Phone,No E-Mail,1,1,120.43
2,3) $200 - $350,262.8,1,0,Rural,0,Phone,No E-Mail,1,1,198.45
7,4) $350 - $500,403.47,0,1,Surburban,1,Multichannel,No E-Mail,1,1,34.02
4,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,1,1,499.0
10,2) $100 - $200,107.82,0,1,Surburban,1,Web,Womens E-Mail,1,1,37.79
1,5) $500 - $750,615.53,1,0,Urban,1,Multichannel,Mens E-Mail,1,1,44.26
3,1) $0 - $100,29.99,1,0,Urban,1,Web,Womens E-Mail,1,1,156.58
10,2) $100 - $200,169.19,0,1,Urban,0,Phone,Womens E-Mail,1,1,123.68
1,2) $100 - $200,173.28,0,1,Surburban,0,Phone,Womens E-Mail,1,1,52.67
12,1) $0 - $100,79.71,1,0,Surburban,0,Phone,No E-Mail,1,1,208.87
1,5) $500 - $750,705.52,1,1,Urban,1,Phone,No E-Mail,1,1,39.91
1,2) $100 - $200,118.42,0,1,Urban,1,Phone,Mens E-Mail,1,1,178.78
8,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,1,1,384.83
11,1) $0 - $100,45.36,1,0,Rural,0,Phone,Mens E-Mail,1,1,29.99
3,2) $100 - $200,144.35,0,1,Surburban,0,Web,Mens E-Mail,1,1,397.32
5,2) $100 - $200,178.06,1,0,Surburban,0,Phone,Mens E-Mail,1,1,159.54
5,2) $100 - $200,167.16,0,1,Urban,1,Web,Womens E-Mail,1,1,29.99
6,1) $0 - $100,61.08,1,0,Surburban,0,Phone,Mens E-Mail,1,1,29.99
12,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens E-Mail,1,1,44.7
4,3) $200 - $350,326.55,1,0,Surburban,0,Web,Mens E-Mail,1,1,33.13
3,2) $100 - $200,158.75,0,1,Surburban,0,Web,Mens E-Mail,1,1,316.08
12,4) $350 - $500,442.65,0,1,Rural,1,Multichannel,Womens E-Mail,1,1,70.8
1,4) $350 - $500,357.99,1,0,Urban,0,Multichannel,Mens E-Mail,1,1,237.07
12,2) $100 - $200,144.36,1,0,Rural,0,Phone,No E-Mail,1,1,73.77
9,2) $100 - $200,109.04,1,0,Rural,1,Web,Womens E-Mail,1,1,51.92
12,2) $100 - $200,143.71,1,0,Urban,0,Phone,No E-Mail,1,1,29.99
9,1) $0 - $100,62.17,1,0,Urban,0,Web,Womens E-Mail,1,1,29.99
9,1) $0 - $100,84.78,1,0,Rural,0,Phone,No E-Mail,1,1,72.05
8,2) $100 - $200,196.48,0,1,Urban,0,Web,Mens E-Mail,1,1,29.99
2,5) $500 - $750,579.54,0,1,Urban,1,Web,Womens E-Mail,1,1,29.99
6,1) $0 - $100,81.39,0,1,Rural,0,Phone,Womens E-Mail,1,1,182.91
3,3) $200 - $350,232.62,1,0,Surburban,0,Web,No E-Mail,1,1,141.08
5,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,1,1,242.28
6,1) $0 - $100,30.87,0,1,Urban,1,Web,No E-Mail,1,1,37.65
6,2) $100 - $200,159.83,0,1,Urban,1,Web,Womens E-Mail,1,1,195.7
9,3) $200 - $350,212.05,0,1,Surburban,0,Phone,Mens E-Mail,1,1,29.99
1,5) $500 - $750,648.79,0,1,Surburban,1,Multichannel,Womens E-Mail,1,1,29.99
3,2) $100 - $200,159.22,1,0,Rural,0,Phone,Mens E-Mail,1,1,75.52
6,2) $100 - $200,177.3,1,0,Surburban,0,Phone,Mens E-Mail,1,1,69.05
2,3) $200 - $350,227.67,1,1,Surburban,1,Web,Mens E-Mail,1,1,80.14
1,"7) $1,000 +",1927.91,1,1,Surburban,1,Phone,No E-Mail,1,1,105.54
6,1) $0 - $100,95.93,0,1,Surburban,0,Phone,No E-Mail,1,1,91.08
4,2) $100 - $200,172.92,0,1,Urban,0,Web,Mens E-Mail,1,1,155.75
5,4) $350 - $500,388.14,1,0,Surburban,1,Web,Mens E-Mail,1,1,295.21
4,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,1,1,29.99
11,1) $0 - $100,36.51,0,1,Surburban,1,Web,Mens E-Mail,1,1,29.99
3,"6) $750 - $1,000",806.73,1,0,Urban,1,Phone,Mens E-Mail,1,1,168.51
7,1) $0 - $100,87.77,0,1,Urban,1,Web,Womens E-Mail,1,1,182.67
1,2) $100 - $200,172.31,0,1,Surburban,1,Web,Womens E-Mail,1,1,298.33
1,1) $0 - $100,72.04,0,1,Surburban,0,Web,Womens E-Mail,1,1,163.79
2,3) $200 - $350,272.47,1,0,Surburban,0,Phone,No E-Mail,1,1,202.49
12,3) $200 - $350,223.86,1,1,Surburban,0,Phone,Mens E-Mail,1,1,61.06
1,5) $500 - $750,644.18,1,1,Surburban,1,Web,Mens E-Mail,1,1,243.66
2,3) $200 - $350,253.54,1,0,Surburban,0,Web,Mens E-Mail,1,1,342.64
2,"6) $750 - $1,000",975.25,1,1,Urban,1,Web,Mens E-Mail,1,1,29.99
2,2) $100 - $200,128.35,0,1,Urban,0,Phone,No E-Mail,1,1,78.87
8,3) $200 - $350,327.3,1,0,Surburban,0,Web,No E-Mail,1,1,162.21
2,4) $350 - $500,384.2,0,1,Surburban,0,Web,Womens E-Mail,1,1,37.42
3,2) $100 - $200,106.14,0,1,Rural,0,Phone,Mens E-Mail,1,1,188.95
10,1) $0 - $100,37.6,1,0,Surburban,0,Web,Mens E-Mail,1,1,181.39
2,5) $500 - $750,573.0,1,1,Surburban,1,Phone,Mens E-Mail,1,1,69.1
2,1) $0 - $100,29.99,1,0,Rural,1,Phone,Mens E-Mail,1,1,181.18
7,"6) $750 - $1,000",923.48,1,1,Surburban,1,Multichannel,Womens E-Mail,1,1,33.45
6,3) $200 - $350,210.94,1,0,Rural,1,Web,Womens E-Mail,1,1,114.43
9,1) $0 - $100,29.99,0,1,Rural,1,Phone,Mens E-Mail,1,1,29.99
1,"6) $750 - $1,000",774.14,1,1,Urban,1,Multichannel,Womens E-Mail,1,1,69.25
11,2) $100 - $200,167.39,0,1,Surburban,0,Web,Womens E-Mail,1,1,60.78
1,"7) $1,000 +",1033.92,1,1,Surburban,1,Web,Womens E-Mail,1,1,102.47
3,2) $100 - $200,129.42,0,1,Urban,1,Web,Mens E-Mail,1,1,53.67
9,4) $350 - $500,435.91,0,1,Urban,0,Multichannel,Womens E-Mail,1,1,136.21
3,3) $200 - $350,284.59,1,0,Surburban,0,Multichannel,Womens E-Mail,1,1,94.71
12,3) $200 - $350,209.91,0,1,Urban,0,Phone,Womens E-Mail,1,1,309.54
5,2) $100 - $200,143.26,1,0,Urban,0,Phone,Womens E-Mail,1,1,172.53
3,"6) $750 - $1,000",880.15,1,1,Urban,1,Multichannel,Mens E-Mail,1,1,110.36
2,4) $350 - $500,425.85,1,1,Surburban,0,Multichannel,Mens E-Mail,1,1,29.99
1,3) $200 - $350,245.63,1,1,Urban,0,Phone,Mens E-Mail,1,1,67.33
1,3) $200 - $350,204.46,1,1,Surburban,0,Web,Womens E-Mail,1,1,47.7
1,"7) $1,000 +",1853.66,1,1,Rural,1,Phone,Mens E-Mail,1,1,29.99
9,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,1,1,100.63
3,3) $200 - $350,346.9,1,0,Surburban,0,Web,No E-Mail,1,1,83.31
9,4) $350 - $500,440.72,1,0,Surburban,0,Multichannel,Mens E-Mail,1,1,60.97
7,3) $200 - $350,281.73,1,1,Urban,0,Phone,Mens E-Mail,1,1,228.71
10,2) $100 - $200,169.64,0,1,Surburban,0,Web,Mens E-Mail,1,1,359.97
2,3) $200 - $350,240.17,1,1,Rural,0,Multichannel,Mens E-Mail,1,1,29.99
1,4) $350 - $500,397.96,0,1,Rural,1,Phone,Womens E-Mail,1,1,109.35
5,4) $350 - $500,495.0,0,1,Surburban,0,Web,Womens E-Mail,1,1,134.86
5,2) $100 - $200,184.92,0,1,Urban,1,Phone,Womens E-Mail,1,1,29.99
3,3) $200 - $350,263.29,1,1,Surburban,0,Phone,Womens E-Mail,1,1,29.99
1,1) $0 - $100,72.2,1,0,Surburban,1,Web,Mens E-Mail,1,1,276.67
12,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,1,1,110.13
2,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,1,1,29.99
1,4) $350 - $500,393.37,0,1,Surburban,0,Phone,Mens E-Mail,1,1,29.99
6,1) $0 - $100,93.58,0,1,Rural,0,Web,Mens E-Mail,1,1,219.81
3,4) $350 - $500,368.38,0,1,Surburban,0,Multichannel,No E-Mail,1,1,152.08
1,4) $350 - $500,393.34,1,1,Rural,1,Web,No E-Mail,1,1,29.99
2,3) $200 - $350,270.33,0,1,Urban,0,Web,No E-Mail,1,1,227.54
10,1) $0 - $100,30.82,1,0,Urban,0,Web,Womens E-Mail,1,1,148.86
1,5) $500 - $750,520.24,1,1,Surburban,1,Web,No E-Mail,1,1,153.37
12,4) $350 - $500,382.96,1,1,Urban,0,Multichannel,Mens E-Mail,1,1,43.9
1,"7) $1,000 +",1216.65,1,1,Surburban,1,Web,Womens E-Mail,1,1,47.36
2,4) $350 - $500,467.1,1,1,Surburban,0,Web,Womens E-Mail,1,1,29.99
1,3) $200 - $350,239.33,1,0,Surburban,1,Phone,Mens E-Mail,1,1,29.99
7,4) $350 - $500,351.41,0,1,Surburban,0,Multichannel,Mens E-Mail,1,1,152.35
4,3) $200 - $350,342.91,1,0,Urban,0,Phone,Mens E-Mail,1,1,85.4
2,4) $350 - $500,407.52,0,1,Surburban,1,Phone,Mens E-Mail,1,1,47.87
9,2) $100 - $200,184.63,0,1,Surburban,0,Web,Womens E-Mail,1,1,85.41
1,2) $100 - $200,189.49,1,0,Urban,0,Phone,Mens E-Mail,1,1,29.99
10,3) $200 - $350,203.22,1,0,Rural,0,Phone,Womens E-Mail,1,1,37.27
1,5) $500 - $750,616.7,0,1,Urban,1,Multichannel,No E-Mail,1,1,50.29
7,2) $100 - $200,178.77,0,1,Surburban,0,Phone,No E-Mail,1,1,115.33
1,1) $0 - $100,29.99,1,0,Rural,1,Phone,Mens E-Mail,1,1,127.17
1,2) $100 - $200,185.07,1,0,Surburban,0,Phone,Womens E-Mail,1,1,101.06
2,"6) $750 - $1,000",949.57,0,1,Urban,1,Multichannel,Mens E-Mail,1,1,221.03
9,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,1,1,270.71
1,3) $200 - $350,310.54,0,1,Surburban,0,Phone,No E-Mail,1,1,29.99
9,2) $100 - $200,127.99,1,0,Surburban,0,Phone,Womens E-Mail,1,1,137.87
2,5) $500 - $750,565.12,1,0,Surburban,1,Multichannel,Womens E-Mail,1,1,138.92
6,2) $100 - $200,177.84,0,1,Surburban,0,Web,Womens E-Mail,1,1,89.75
2,2) $100 - $200,116.07,0,1,Urban,0,Web,No E-Mail,1,1,220.96
10,1) $0 - $100,47.17,0,1,Urban,0,Web,Womens E-Mail,1,1,210.65
6,3) $200 - $350,287.97,1,0,Surburban,0,Web,No E-Mail,1,1,444.33
2,5) $500 - $750,601.16,1,1,Urban,1,Web,Mens E-Mail,1,1,89.71
3,3) $200 - $350,346.88,1,1,Urban,0,Phone,Mens E-Mail,1,1,482.31
1,1) $0 - $100,60.83,1,0,Urban,0,Web,Mens E-Mail,1,1,29.99
1,3) $200 - $350,329.58,1,0,Rural,0,Web,No E-Mail,1,1,61.03
6,5) $500 - $750,625.48,1,1,Surburban,1,Web,Mens E-Mail,1,1,499.0
2,4) $350 - $500,499.62,0,1,Rural,1,Phone,Mens E-Mail,1,1,29.99
9,3) $200 - $350,266.74,1,0,Urban,0,Multichannel,Womens E-Mail,1,1,347.49
6,2) $100 - $200,179.01,1,0,Urban,0,Phone,Womens E-Mail,1,1,230.46
2,3) $200 - $350,289.96,1,1,Urban,0,Multichannel,Mens E-Mail,1,1,79.91
4,1) $0 - $100,79.8,0,1,Rural,0,Web,Mens E-Mail,1,1,29.99
10,1) $0 - $100,92.57,0,1,Urban,1,Web,Womens E-Mail,1,1,87.53
3,3) $200 - $350,262.13,1,0,Urban,0,Multichannel,No E-Mail,1,1,29.99
6,2) $100 - $200,198.46,1,0,Surburban,1,Web,Mens E-Mail,1,1,36.71
8,3) $200 - $350,321.26,1,0,Urban,0,Multichannel,Mens E-Mail,1,1,32.21
10,2) $100 - $200,197.87,1,0,Urban,0,Web,Mens E-Mail,1,1,120.91
9,5) $500 - $750,536.8,1,1,Rural,1,Web,No E-Mail,1,1,117.84
2,"6) $750 - $1,000",980.39,1,0,Urban,1,Phone,No E-Mail,1,1,90.57
5,3) $200 - $350,210.12,0,1,Surburban,0,Phone,Womens E-Mail,1,1,113.44
2,3) $200 - $350,215.61,1,0,Rural,0,Web,Mens E-Mail,1,1,99.49
1,3) $200 - $350,239.7,1,1,Urban,1,Web,Womens E-Mail,1,1,154.2
4,1) $0 - $100,29.99,1,0,Rural,1,Web,No E-Mail,0,0,0.0
8,2) $100 - $200,167.66,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
1,5) $500 - $750,563.97,1,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
7,2) $100 - $200,173.43,1,0,Urban,0,Web,Mens E-Mail,1,0,0.0
10,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
1,4) $350 - $500,440.15,1,0,Surburban,0,Multichannel,No E-Mail,1,0,0.0
1,3) $200 - $350,324.67,1,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
1,4) $350 - $500,479.03,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
9,1) $0 - $100,34.15,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
9,1) $0 - $100,98.54,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
4,3) $200 - $350,294.63,1,1,Surburban,0,Web,Mens E-Mail,1,0,0.0
3,4) $350 - $500,409.38,0,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
8,2) $100 - $200,104.87,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
11,3) $200 - $350,303.89,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
8,1) $0 - $100,74.46,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0
9,3) $200 - $350,202.89,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
10,1) $0 - $100,42.98,1,0,Urban,0,Web,No E-Mail,0,0,0.0
12,1) $0 - $100,78.26,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
2,1) $0 - $100,92.25,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
7,1) $0 - $100,43.85,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
9,2) $100 - $200,106.41,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
3,2) $100 - $200,156.18,1,0,Urban,0,Web,No E-Mail,0,0,0.0
6,1) $0 - $100,32.52,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
4,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
9,3) $200 - $350,203.96,1,0,Rural,1,Web,No E-Mail,0,0,0.0
6,2) $100 - $200,172.45,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
